Flightnumber;Flightcount;Timestamp Start of Flight;Engine 1 Labeled Avg;Engine 1 Predicted Avg;Engine 1 Error (Avg of Labeled - Predicted);Engine 1 Error %;rmse 1;Engine 2 Labeled Avg;Engine 2 Predicted Avg;Engine 2 Error (Avg of Labeled - Predicted);Engine 2 Error %;rmse 2;Engine 3 Labeled Avg;Engine 3 Predicted Avg;Engine 3 Error (Avg of Labeled - Predicted);Engine 3 Error %;rmse 3;Engine 4 Labeled Avg;Engine 4 Predicted Avg;Engine 4 Error (Avg of Labeled - Predicted);Engine 4 Error %;rmse 4;Combined Labeled Avg;Combined Predicted Avg;Combined Error (Avg of Labeled - Predicted);Combined Error %;CruiseTime (hrs.);FlightTime (hrs.);GrossWeight;Airport Depature;Airport Arrival
539;33;;1270.001089;1270.533362;-0.532264455;-0.03220918;8.741566365;1221.683633;1222.828054;-1.144523921;-0.071998329;6.726193823;1245.511892;1244.65541;0.856480453;0.052847674;9.634627711;1219.41646;1277.951776;-58.5352539;-3.689111229;59.37744275;4956.613074;5015.968602;-59.35556182;-0.920306943;5396868.025;7280133.457;176643.3855;;
541;34;;1249.083019;1253.910953;-4.828033912;-0.299164128;9.621503793;1199.224067;1201.874027;-2.650011109;-0.171032194;8.359983311;1226.892489;1223.192622;3.699858884;0.233404466;7.292503301;1202.718246;1262.016594;-59.29835127;-3.816007572;60.19601663;4877.91782;4940.994197;-63.07653741;-1.000838203;4954973.024;6400295.004;170820.4826;;
542;35;;1007.891697;1008.048386;-0.156745352;-0.009073347;6.799403325;970.053464;971.414397;-1.360913494;-0.08185054;5.755260343;991.7863959;987.2700577;4.516367914;0.265679391;7.382883903;970.6646985;1017.904831;-47.24017144;-2.839415375;47.87234668;3940.396255;3984.637671;-44.24146237;-0.655052753;4653275.034;5740032.533;139604.256;;
543;36;;1166.738273;1167.235752;-0.497573071;-0.028892046;7.931469074;1125.40474;1127.06916;-1.664512898;-0.100201287;6.937850815;1156.573705;1156.048441;0.525242117;0.030766713;6.650511734;1137.94757;1192.407034;-54.45950399;-3.24224853;55.09164274;4586.664288;4642.760387;-56.09634784;-0.8285763;5310456.124;7223053.003;163878.9586;;
544;37;;914.4118164;915.6357898;-1.223970663;-0.073708675;6.747228325;876.8177781;877.3044398;-0.486634156;-0.030562063;5.655873816;893.4503175;892.2747707;1.175470499;0.072448726;6.507654065;875.6692504;920.508713;-44.83942532;-2.819741947;45.49736225;3560.349162;3605.723713;-45.37455964;-0.701793366;4347287.341;5359825.511;127129.4339;;
545;38;;888.2391745;890.8303504;-2.591198349;-0.16394851;6.10119422;855.3283579;856.2582609;-0.929881154;-0.061098608;5.159903511;873.7667494;874.5377542;-0.771003955;-0.049590425;5.226303572;859.64317;902.9292783;-43.28611589;-2.829874275;43.72958324;3476.977452;3524.555644;-47.57819935;-0.769029266;3524620.729;4903436.249;123260.5861;;
546;39;;1327.55171;1328.247948;-0.696298991;-0.038316314;10.7110427;1278.042985;1278.475443;-0.432474371;-0.024720333;9.477141685;1304.650191;1299.420816;5.229335241;0.292813981;10.08923387;1272.603064;1328.274879;-55.67179209;-3.1958151;56.61545826;5182.84795;5234.419087;-51.57123021;-0.726906296;7282002.687;8646325.037;191080.8638;;
547;40;;976.4750223;977.3852094;-0.910263586;-0.053457349;7.610641452;933.3526266;934.0065508;-0.653988173;-0.040181443;6.922844161;958.6297295;956.2229964;2.406734707;0.143972224;6.884167937;939.0885724;986.706417;-47.61779222;-2.907797005;48.18468476;3807.545951;3854.321174;-46.77530928;-0.704486864;5936252.276;6806867.147;140506.6332;;
549;41;;1097.885364;1100.781571;-2.896212466;-0.164606641;8.618317031;1059.722921;1059.603685;0.119109722;0.007013403;6.085757215;1082.101298;1083.289967;-1.188651284;-0.068542584;7.454109629;1071.494923;1124.779388;-53.28452629;-3.103022471;53.88168067;4311.204507;4368.454611;-57.25028032;-0.82861525;6382316.884;777985.9746;159770.1081;;
550;42;;1253.351268;1252.388559;0.962844853;0.054950407;8.975068081;1204.112138;1207.771806;-3.659690234;-0.21740263;9.125701153;1223.309443;1217.549271;5.760224725;0.336814283;10.53366747;1207.295407;1263.998191;-56.70281803;-3.359529788;57.50354238;4888.068256;4941.707827;-53.63943869;-0.784936211;6375102.739;8000417.909;178063.3485;;
551;43;;1075.310997;1074.982126;0.328882975;0.018259326;8.34932112;1032.052195;1033.046584;-0.994387529;-0.057521665;6.454178476;1047.579887;1047.724421;-0.144560885;-0.008238366;7.178713561;1038.035014;1089.510274;-51.47522207;-2.960490443;52.02397998;4192.978094;4245.263405;-52.28528751;-0.744447961;5908790.661;7185285.491;154508.2965;;
552;44;;1354.512696;1362.513662;-8.000992491;-0.468609886;13.73350261;1305.799335;1314.911018;-9.11167291;-0.553569739;12.43698047;1334.125453;1339.984108;-5.858672181;-0.348379981;11.14721357;1298.787045;1364.379697;-65.59263374;-4.006524338;66.29299904;5293.224529;5381.788485;-88.56397132;-1.327356039;720385.1154;9108084.515;197774.5526;;
553;45;;1285.602748;1295.015468;-9.412677405;-0.554025525;12.10581102;1240.327918;1246.237177;-5.90917306;-0.3605069;9.937153231;1264.826237;1267.391045;-2.564694539;-0.153436319;9.187420321;1241.965611;1304.186107;-62.22043765;-3.790939749;62.90725022;5032.722513;5112.829797;-80.10698266;-1.204455556;7789602.126;9588048.839;191335.0619;;
554;46;;978.3705707;978.6186271;-0.24802668;-0.017812348;6.777746049;944.2559966;950.6825148;-6.426520297;-0.478202985;8.387903292;964.4307544;971.4970451;-7.066248386;-0.514806473;8.712726718;947.1559095;999.0073943;-51.85149526;-3.846501999;52.19531948;3834.213231;3899.805581;-65.59229062;-1.201995072;1710281.51;3068027.285;125598.2505;;
555;47;;1139.748784;1139.168646;0.580218528;0.039857007;10.41538178;1094.154683;1097.241915;-3.087213507;-0.22090735;8.929529416;1120.65484;1116.595125;4.059674195;0.283623057;9.283243017;1095.251349;1151.285787;-56.03449338;-4.005565862;56.9604144;4449.809656;4504.291473;-54.48181416;-0.958588801;2070296.065;3685741.86;148134.5177;;
556;48;;974.5170161;976.7744602;-2.257421504;-0.130076695;7.983272665;946.8964922;950.4023654;-3.505923541;-0.207910391;6.954211526;951.3530685;950.0556564;1.29733398;0.076574881;5.914740073;934.6326793;981.0388167;-46.40611004;-2.788113609;47.14121285;3807.399256;3858.271299;-50.87212111;-0.75028746;5168657.871;6562751.477;140478.7289;;
557;49;;1003.803166;1003.018744;0.78442335;0.044318655;7.263427591;972.1890953;971.5349224;0.654162406;0.038160974;6.078396181;995.6585792;994.786944;0.871566175;0.049644889;5.800105373;980.0702327;1023.49284;-43.42258544;-2.512714232;44.05307913;3951.721073;3992.83345;-41.11243351;-0.590026505;5760422.067;721548.0745;146118.7661;;
558;50;;1335.866519;1335.506084;0.360524125;0.021083064;8.641787642;1281.490384;1281.739145;-0.248810433;-0.015167559;7.792091102;1309.135407;1306.568292;2.567080836;0.153185425;7.67244426;1282.657855;1343.213286;-60.55552474;-3.688123167;61.3129642;5209.150165;5267.026807;-57.87673021;-0.867959738;648172.9275;7897333.187;187665.08;;
559;51;;986.6925148;989.1575337;-2.465028989;-0.142280665;7.311887931;945.2534274;949.982335;-4.728908898;-0.284917009;8.29638248;962.3863421;965.5834636;-3.197074226;-0.189194696;7.152206251;950.5027386;1002.202446;-51.69975444;-3.097710283;52.28753484;3844.835023;3906.925778;-62.09076655;-0.919718668;4320937.715;5663685.985;132720.8073;;
560;52;;1204.645272;1203.889825;0.755433751;0.043568197;7.615799429;1159.803745;1159.374377;0.429314876;0.025717208;6.367603939;1172.293458;1177.266383;-4.972984228;-0.294722388;8.863985454;1164.283219;1213.853452;-49.57033571;-2.957982565;50.30730737;4701.025693;4754.384036;-53.35857131;-0.788576726;6650642.68;8317088.208;178546.496;;
561;53;;1300.885896;1305.688717;-4.802836189;-0.28777594;10.2770416;1246.255671;1247.517716;-1.262043245;-0.078933798;6.621161262;1272.767434;1275.049284;-2.281850488;-0.139744281;9.935141605;1243.312761;1305.365019;-62.05223748;-3.890209296;62.80018652;5063.221761;5133.620737;-70.3989674;-1.083765326;8064972.488;9416786.305;190726.9623;;
562;54;;990.8537286;993.986433;-3.132696259;-0.226108122;9.601303684;953.0766369;958.4997663;-5.423069143;-0.406934714;8.322425713;974.6689273;980.18647;-5.517560624;-0.404853049;9.88120313;951.3523078;1008.676688;-57.32436388;-4.309285716;58.14426557;3869.951601;3941.349357;-71.39768991;-1.31942907;1490209.773;3017232.763;127735.6294;;
564;55;;1122.117338;1122.049689;0.067725243;0.003702423;8.025874055;1082.799463;1081.377536;1.421918227;0.080556448;7.262601411;1101.303097;1099.610296;1.692744892;0.094288422;8.014322735;1085.727419;1130.238829;-44.51142209;-2.514921203;45.29064333;4391.947317;4433.276349;-41.32903373;-0.577260509;6104593.735;7306481.171;160409.8412;;
565;56;;1228.405375;1224.818569;3.586854562;0.209902255;9.61863388;1182.618893;1181.247525;1.371358748;0.083358773;9.394646444;1205.648277;1202.94569;2.702575313;0.161139578;8.39113809;1182.522266;1238.413049;-55.89076314;-3.397627463;56.94641308;4799.19481;4847.424834;-48.22997452;-0.722426551;7274536.079;8706488.188;176915.4826;;
566;57;;1000.219342;999.2054291;1.013905151;0.06428142;7.394006744;960.4273748;962.5126215;-2.085285625;-0.137684294;7.538156935;979.3132429;974.6552849;4.65803923;0.301623307;7.800725153;958.9238398;1009.432366;-50.50857958;-3.340138095;51.28530848;3898.8838;3945.805701;-46.92192082;-0.763165754;4846759.882;6010975.312;139220.0458;;
567;58;;1241.099823;1244.628526;-3.528747892;-0.221862485;9.232025761;1196.15822;1197.346409;-1.18819108;-0.077511763;6.486011624;1216.845655;1220.077465;-3.231753297;-0.20723956;9.59359659;1192.976922;1254.373224;-61.39630366;-4.015874562;62.16923205;4847.08062;4916.425623;-69.34499593;-1.116361472;4970704.875;6530138.654;171652.0113;;
568;59;;1293.439066;1297.808054;-4.369005216;-0.263408081;11.49769075;1244.480168;1248.511209;-4.031029531;-0.252592531;10.20502423;1263.969608;1263.027394;0.942216309;0.058130826;9.371732885;1236.315276;1301.79262;-65.47735355;-4.130041226;66.34746141;5038.20412;5111.139277;-72.93517199;-1.12889554;6475980.366;8067473.858;181220.3001;;
569;60;;998.0400412;999.017239;-0.977245055;-0.060234573;6.204443005;963.8057443;967.461141;-3.655423312;-0.233312758;6.795983108;981.2484289;984.3869889;-3.138486917;-0.196757669;7.411581576;964.4798206;1009.26753;-44.78778147;-2.856647971;45.27029891;3907.574035;3960.132899;-52.55893676;-0.827426976;3810340.92;4800135.985;137733.1574;;
572;61;;1302.359429;1302.107161;0.252220887;0.015424585;8.393841795;1255.604366;1254.467511;1.136847604;0.072112864;8.071636909;1279.52487;1276.579354;2.945347646;0.183337431;8.843144241;1257.629976;1317.189516;-59.55949816;-3.771911193;60.23690418;5095.118641;5150.343543;-55.22508202;-0.863267474;6702622.043;8085452.909;181388.2999;;
573;62;;985.4097489;985.0072106;0.402593977;0.025850642;6.470058317;946.8282587;949.5266266;-2.698313379;-0.180319247;6.46876176;967.6647896;964.4010416;3.263785489;0.213411382;6.533024895;945.0904205;993.0008792;-47.91040339;-3.207579109;48.60947429;3844.993218;3891.935758;-46.94233731;-0.772484976;3633879.65;5032094.4;133309.4597;;
574;63;;868.3639351;870.1331557;-1.769233415;-0.106477183;6.617319165;834.4758067;834.8318298;-0.356029028;-0.022296919;5.76047547;849.5831583;846.0493913;3.533737097;0.217370968;6.7013401;833.6730867;874.1001531;-40.42706883;-2.534251262;41.03827756;3386.095987;3425.11453;-39.01859418;-0.602206657;3866074.926;5267387.329;119588.7131;;
575;64;;906.4646035;906.7461424;-0.281519049;-0.019372975;5.830241136;874.6409483;877.7865959;-3.145676561;-0.224348747;6.649066362;891.4893718;893.074511;-1.585121754;-0.110913866;6.076182148;875.1081365;919.1460525;-44.03789502;-3.139093252;44.75080089;3547.70306;3596.753302;-49.05021239;-0.862448194;3992253.147;5470686.811;126400.2172;;
576;65;;960.6610933;962.5039225;-1.84279933;-0.114357707;6.27565196;926.3247073;926.5777835;-0.253096476;-0.016288476;5.100290825;943.1748133;943.9425534;-0.767763595;-0.048528059;5.385128774;925.5458325;973.8465448;-48.30070926;-3.111094295;48.80166771;3755.706446;3806.870804;-51.16436866;-0.812145002;4687687.263;5925754.767;133649.8686;;
577;66;;996.8074695;999.9199666;-3.112484937;-0.19838817;7.577092175;960.2049149;963.4435457;-3.238646052;-0.214298612;6.315927176;978.5785622;979.7074249;-1.128869338;-0.073293891;6.390923753;961.4771078;1011.32674;-49.84967245;-3.294148372;50.55721503;3897.068054;3954.397677;-57.32967278;-0.934676382;4078867.549;5552609.597;137551.7335;;
578;67;;981.6377223;982.1817032;-0.54394823;-0.033505954;7.930487847;939.3165963;940.4304352;-1.113855977;-0.071702237;6.983824776;961.5266613;958.1329374;3.393773207;0.213420998;7.762226302;937.7706222;984.9729697;-47.20235103;-3.043565602;47.94542025;3820.251602;3865.718046;-45.46638203;-0.719638004;4613498.757;6090712.684;137577.1203;;
579;68;;1219.379374;1223.720048;-4.340785569;-0.274941585;9.531622948;1174.394404;1178.551483;-4.157108384;-0.273393584;8.192179899;1204.66294;1200.995571;3.667402017;0.235127764;8.175752928;1179.928442;1234.758198;-54.82979743;-3.58898725;55.69064506;4778.36516;4838.025299;-59.66028937;-0.964310653;4955601.982;6714888.756;168497.2989;;
580;69;;893.9255636;893.808128;0.117381966;0.007008294;6.878400771;865.5138325;873.3604286;-7.846612685;-0.483860829;9.887572734;878.1739338;874.6399328;3.534039254;0.214784575;6.780785529;868.0906126;912.9169054;-44.82635119;-2.756008747;45.49053176;3505.703943;3554.725395;-49.02154266;-0.746318142;4321216.662;5120478.272;125230.7513;;
581;70;;998.6378743;999.8805082;-1.242706353;-0.078531631;6.93910168;961.5928626;961.0190402;0.573802018;0.037657802;5.776393925;979.5101203;979.6308806;-0.120796494;-0.007782686;6.345621785;960.6808189;1005.339593;-44.65876092;-2.933672849;45.30548511;3900.421676;3945.870022;-45.44846175;-0.735346042;3801076.91;5130962.911;138342.6192;;
583;71;;905.701676;904.7238693;0.977812908;0.059899534;5.981976428;873.5261125;873.0890518;0.436999617;0.027756073;4.846201384;887.2954116;890.9357019;-3.640261248;-0.227623536;6.43554726;874.1419901;913.9225731;-39.78063137;-2.524890441;40.32615175;3540.66519;3582.671196;-42.00608009;-0.658233746;3442206.245;4569554.694;124665.6573;;
584;72;;1132.725747;1131.692035;1.033664145;0.061278567;7.828080335;1081.415983;1082.020869;-0.604934931;-0.037563824;6.404954738;1109.695272;1106.494096;3.201165265;0.193712783;7.920096592;1084.665099;1136.290975;-51.62599203;-3.196146398;52.35491228;4408.502101;4456.497975;-47.99609755;-0.731086552;5539114.93;6994972.896;160242.8769;;
585;73;;858.8835878;857.4890678;1.394485899;0.093980918;5.505878442;828.4088685;829.6650939;-1.256215205;-0.087776683;4.78978952;844.7736905;844.5040614;0.269631092;0.018475213;5.019134724;826.6728016;867.3609626;-40.68827162;-2.849019698;41.2139263;3358.738948;3399.019186;-40.28036984;-0.694187929;3899500.103;5134861.303;119980.6116;;
586;74;;817.065515;826.4700698;-9.404560824;-0.664616614;12.31920376;789.661195;791.4996193;-1.838462442;-0.134432266;5.782247125;807.1539792;813.8508443;-6.696835704;-0.479074227;9.590217367;784.0953707;832.0212941;-47.92590607;-3.529319678;48.44220707;3197.97606;3263.841828;-65.86576504;-1.189252539;1458572.05;2632886.916;104043.6456;;
588;75;;1205.781153;1209.32856;-3.547422722;-0.215393171;7.909806558;1159.650773;1165.679314;-6.028563057;-0.380604626;8.529155626;1180.853584;1184.598033;-3.744534227;-0.232160981;7.616706857;1160.517438;1220.034156;-59.51674165;-3.754697498;60.2247119;4706.802948;4779.640064;-72.83726166;-1.132961286;5512728.347;7327539.407;171054.776;;
589;76;;1284.653457;1283.980118;0.673274599;0.039108098;9.799888621;1228.599358;1232.486417;-3.887081303;-0.236087936;9.317771002;1255.87503;1251.924559;3.950402428;0.234722849;8.875806116;1236.463625;1293.161713;-56.69813516;-3.421746919;57.5475616;5005.59147;5061.552807;-55.96153944;-0.8342471;6175604.388;7717078.814;179746.614;;
590;77;;1055.740978;1060.071832;-4.330824771;-0.256330982;8.302674932;1011.86432;1014.149799;-2.285494765;-0.141138604;6.247494389;1031.255939;1035.38301;-4.127104394;-0.250073032;7.730233549;1013.359875;1064.004408;-50.6444613;-3.122885925;51.14965669;4112.221112;4173.60905;-61.38788523;-0.93281191;5632046.109;6961582.726;152740.0685;;
591;78;;961.6885844;962.6128531;-0.924232867;-0.055073753;7.723277474;917.5097843;920.9741712;-3.464445051;-0.216381786;7.251911178;933.1868234;933.5444172;-0.35757706;-0.021958303;6.606792068;918.8387689;964.5179594;-45.67919526;-2.84889774;46.39393849;3731.223961;3781.649401;-50.42545024;-0.774455012;583650.405;6895022.62;143652.4649;;
592;79;;1083.78418;1081.453624;2.33046104;0.133086142;7.915630039;1041.44636;1040.572787;0.873508129;0.051911532;6.240855751;1063.851108;1061.366636;2.484438274;0.144537706;8.428169195;1044.788371;1090.852776;-46.06441938;-2.728795992;46.8359786;4233.870019;4274.245822;-40.37601194;-0.590227848;4865169.801;6591217.845;151061.4591;;
593;80;;1224.030859;1224.757785;-0.727037021;-0.044734019;7.567410144;1173.674115;1178.08014;-4.406010146;-0.282729888;7.189395714;1205.713217;1207.411924;-1.698696024;-0.106107334;7.472364543;1175.532849;1233.497002;-57.96412234;-3.713626736;58.79701881;4778.95104;4843.746851;-64.79586553;-1.021147478;5281297.371;6819559.301;167695.773;;
594;81;;877.8092643;877.6334802;0.175777291;0.010664294;5.242643602;842.1695314;844.8120562;-2.642562259;-0.167107223;4.757629998;858.8126535;858.4449596;0.367743212;0.022804248;4.700156658;842.8505287;882.9286025;-40.07806026;-2.532361189;40.62285084;3421.641978;3463.819098;-42.17710202;-0.656465171;4028822.777;5236212.5;124649.9918;;
595;82;;1043.191945;1046.409404;-3.217406902;-0.205028063;8.123906475;997.9154913;1002.083952;-4.168500551;-0.277688339;6.73702596;1023.975388;1023.919121;0.056236141;0.00365088;7.332256334;1003.378303;1058.828808;-55.45042597;-3.673767988;56.09382939;4068.461128;4131.241284;-62.78009728;-1.025801567;5741635.53;7061011.599;149081.2514;;
598;83;;879.5282245;878.4387245;1.089485376;0.062578563;5.016899498;842.0918779;843.3764926;-1.28457676;-0.077064532;4.384568316;857.4861091;856.8319623;0.654220453;0.038543486;4.343747373;842.8344439;880.8344876;-38.00002069;-2.277694748;38.39178243;3421.940656;3459.481667;-37.54089162;-0.554224949;4552212.916;5939062.047;127812.8081;;
602;84;;1177.498473;1175.268379;2.230101138;0.12166991;8.16110178;1120.560197;1122.381114;-1.820819074;-0.104388002;6.848136844;1151.951656;1149.056518;2.895135279;0.161455777;8.49774331;1121.339846;1171.833644;-50.49375439;-2.892806537;51.31857236;4571.350172;4618.539653;-47.18933705;-0.663160068;4385467.202;5815469.475;152368.0966;;
606;85;;1192.299322;1194.847089;-2.54784613;-0.155231977;8.393463366;1142.610969;1145.171729;-2.560860784;-0.162809922;8.073978749;1171.330815;1175.020059;-3.689234064;-0.228796792;9.5423395;1150.028573;1206.243745;-56.21519441;-3.550899454;56.84413835;4656.269679;4721.282622;-65.01313539;-1.014276293;6404575.332;8296875.436;174652.5645;;
